enjoyAmerican,enjoyKorean,enjoyJapan,enjoyChinese,money,platform
0.7869677791570157,0.42520743546475137,0.2837347590480316,0.8370177772571028,1077,KKTV
0.3586626991147721,0.2705922623984439,0.6843989622969466,0.6505544456791326,1054,KKTV
0.06374032133148078,0.289065169898696,0.15145128052229384,0.7955722916220604,1157,KKTV
0.8578556460685378,0.630830862210266,0.431803110885592,0.8303288067247167,1332,Disney+
0.7607041097232283,0.1255346952821247,0.8352882344431031,0.01357221903400918,833,Disney+
0.6420247446861287,0.8213040367622452,0.6320122397201245,0.7528207090716782,1164,KKTV
0.39546670096525804,0.7089764839173429,0.9357633004944114,0.7979913256446374,1308,KKTV
0.32458445730126295,0.9735633470151276,0.11927249631870906,0.7033641803723816,780,Disney+
0.13886448187716927,0.38777763416631317,0.7662538961487806,0.3923931657180777,1665,KKTV
0.5688710192799429,0.5909863733098374,0.04259110227160956,0.921421117927022,1409,Netflix
0.22364719820039158,0.7439344120946978,0.4090983479980437,0.32543536998729783,1706,Netflix
0.9280069376586333,0.26475680623276376,0.19329492002561643,0.2798995519892644,1291,Disney+
0.391998715273304,0.5641600693363418,0.10081243353199065,0.3311021261929773,1657,Netflix
0.1756266071895325,0.7270702555004535,0.10811486714606067,0.2532754238172473,849,KKTV
0.18519010737602282,0.4959590325672373,0.8303618732673377,0.1109259779862054,861,KKTV
0.6756159047190484,0.04203305212381281,0.27329425077519354,0.5649048093418236,707,Disney+
0.33619353401426344,0.7416130678381568,0.9351392381723072,0.04893991779396223,881,KKTV
0.7207597396340716,0.017056487851881186,0.23296241387802463,0.6872186036590848,1784,Disney+
0.5399552639025773,0.36007543176988877,0.37484498976798053,0.9134419119453886,1549,Netflix
0.6758826918676412,0.19629747324055924,0.5699467416547027,0.967992763532771,1679,Netflix
0.20261842594523782,0.15945757844490382,0.32243036864147967,0.3210475066432438,1691,KKTV
0.9948271451157522,0.18402532016855844,0.957891392939828,0.07244872373727784,882,Disney+
0.07490112472199806,0.7350563953076086,0.28798902826577055,0.45885859826517095,1716,Netflix
0.9980727841612848,0.3739864535354146,0.1461354183393191,0.30465266687252024,1943,Disney+
0.7484633123576993,0.3570677929387903,0.4986107606985707,0.4050271795774182,1367,Disney+
0.5843846032450104,0.9055280364891906,0.30012576628788146,0.024246519946281242,1428,Netflix
0.08590851661031762,0.4110380663280997,0.09492869317448172,0.31713546832293926,741,Disney+
0.6158540251052902,0.361977406255917,0.1108873818417877,0.3552965299951649,1744,Disney+
0.9080889319869809,0.11435500773137963,0.8427090758007044,0.39418751245821537,1755,Disney+
0.36415764087331726,0.22936503407156794,0.9680844853153764,0.709899922591389,1442,KKTV
0.4298679332928079,0.13906271842532758,0.4221038623943949,0.3104064192080881,1402,Disney+
0.5239933641885924,0.7003951744935412,0.07013035131341405,0.40160642935150426,886,KKTV
0.9841036351909523,0.7844613905121277,0.772793269211286,0.9573777540878108,1590,Disney+
0.48056104287602863,0.6019767369326072,0.4747160757747769,0.5352064355515541,1281,Netflix
0.4575975343660179,0.7802353378406677,0.5708508931417342,0.27231287478933364,1668,Netflix
0.9630754344047091,0.3040261143839811,0.584665535052145,0.8511193172899685,957,Disney+
0.6080583480441825,0.10263334330097384,0.648429110381719,0.6873776597262222,1792,Netflix
0.07899181223601648,0.5003723067954137,0.8674661310158859,0.49047350086649455,1883,KKTV
0.5496575672073303,0.32288702727996144,0.9402578613072687,0.35224911335967735,800,Disney+
0.04673063118268994,0.31755771867271265,0.5934275639837174,0.6509281064816268,973,KKTV
0.7676172213724713,0.522906311519839,0.741947828581166,0.6748935319018906,1095,Disney+
0.9796682555795525,0.8813447904735217,0.7473862222054322,0.13650561419019935,1480,Disney+
0.01889218477662513,0.669977060032436,0.959672342487678,0.3249745477354383,1558,KKTV
0.28469895659298106,0.30691590452203066,0.7412363508744944,0.7292924941950394,1372,KKTV
0.68696858971679,0.9878200542023698,0.9851900592779046,0.34814729039975656,1803,Netflix
0.2276659489330941,0.567713875819042,0.5273362475989795,0.15066957092325817,1326,Netflix
0.24063744899902006,0.2564666384639349,0.8732006420099594,0.5202551982212132,1725,KKTV
0.847963092800521,0.4410597715820336,0.15991300718055945,0.06376165536830158,1290,Disney+
0.3217645903444687,0.17895495458377453,0.6807308302379113,0.8985511264120798,1807,Netflix
0.542381979988051,0.8209189239478528,0.6984275024159887,0.6626814347788401,928,KKTV
0.6896024485666167,0.6976303157274638,0.21986269844772177,0.35084959120873915,1709,Netflix
0.9331757951969025,0.6985385945141607,0.6752753560118032,0.2986987024133899,995,Disney+
0.40537778776730304,0.3492341500666487,0.2527940956908362,0.4264187911676276,1037,KKTV
0.38670075432117346,0.6938819842818824,0.7743222447084689,0.9753870521752808,1936,iQiyi
0.18030153586344877,0.32191287893132614,0.4831575616721778,0.9271293038893259,1490,Netflix
0.869189054388776,0.065900014311018,0.803868973511829,0.07522034815256695,1123,Disney+
0.3233903337045553,0.7049170459464643,0.05098601672304326,0.7010886707269173,1944,Netflix
0.9977849231735665,0.22329915614573703,0.9565111022445264,0.23084110282028125,836,Disney+
0.900185166778934,0.7886596514121348,0.3316559795616184,0.6537794855866955,1068,Disney+
0.3820434895652234,0.05528316850664805,0.5980102871626233,0.7773203762092831,1007,KKTV
0.09532182697825475,0.0015341983660689396,0.6998282306380107,0.34361852245051716,1282,KKTV
0.2711246350502866,0.7984062863822241,0.06374297570443421,0.6081648674289963,1089,KKTV
0.21618193523486862,0.5952697233733376,0.73932686519384,0.6449917831182745,1843,KKTV
0.4907902037095748,0.31556288606856553,0.7377932285486611,0.4561503375174364,1014,KKTV
0.6438569197386715,0.3224382688835319,0.5472416436967824,0.7155284715293004,793,Disney+
0.7497267362704424,0.35366478207501917,0.08465564723377694,0.4020822409315642,1322,Disney+
0.9808664617393089,0.10702967932142626,0.542883036718342,0.7556303007913857,812,Disney+
0.032301622767420435,0.008764806350133214,0.30206393816690513,0.6745595422353386,1513,Netflix
0.7244186102279132,0.3423947058972726,0.7841739160895134,0.06404619475823758,1953,KKTV
0.05023990695608693,0.34397231655030713,0.026689835549898233,0.8292716655864497,1961,iQiyi
0.7803082952411597,0.5870188766035793,0.7408149625157604,0.7664306137475122,1626,Disney+
0.8453893274363722,0.30889585738981584,0.6078722230793542,0.8779758562273188,1441,Netflix
0.07756746751414478,0.9953424707479958,0.8773261636452978,0.16983411344563126,1462,Netflix
0.3626947697486568,0.2518139801674245,0.7678968119959005,0.5216450607993157,924,KKTV
0.37728805288364164,0.055191739513249516,0.660342948953596,0.26504438601963975,1150,KKTV
0.5559147123585291,0.7691370704917582,0.9060797024332539,0.8272406971832428,761,Disney+
0.594569418807402,0.5521904277839621,0.991095642339081,0.33554577343859826,1227,KKTV
0.6259701793989504,0.56283777871636,0.6913981021891203,0.22514828428096934,1670,KKTV
0.4410470804262676,0.3704353182159059,0.7459691310254418,0.5597474208914195,1953,KKTV
0.5846165599252006,0.5703514912883553,0.47267702149505497,0.6186638842300487,1517,Netflix
0.4534862958122393,0.31849077566726913,0.29250078022283155,0.522955136689603,1304,Netflix
0.6944011629586005,0.06459618069129758,0.2260546064159068,0.266488061570483,1265,Disney+
0.9470530577433468,0.4675383110901723,0.889809877499401,0.0016603720446538572,1189,Disney+
0.8334399548621358,0.9699607093150033,0.5701748178433739,0.9950229582082929,837,KKTV
0.9443751552756735,0.6130117250057995,0.07880347546480881,0.3624096618645827,1281,Disney+
0.3298191697118267,0.8020483485303241,0.6099788012039651,0.32409020170248004,1645,Netflix
0.7472532700523904,0.7969708273235588,0.7603520457834074,0.7826232996119559,1491,Netflix
0.5022332263137647,0.011276967297450868,0.16793335149154676,0.40253078339439297,989,Disney+
0.16745636327714242,0.24027504318791149,0.9473796006534354,0.6717289245645119,1553,KKTV
0.06467427325666708,0.5241198476196364,0.32689829717626095,0.5989820972058993,1368,Netflix
0.32928191567952425,0.8483547024901309,0.8371708815401684,0.8451167230900012,1801,Netflix
0.044371335697085734,0.2569639458288736,0.4830336756086857,0.0045430639542740625,831,Disney+
0.02534508595583629,0.43456976866393304,0.6822915107022346,0.2601751663087627,1326,KKTV
0.5941645153597558,0.47700482520039356,0.9623681012639815,0.8851674351279826,1814,KKTV
0.7894160651410893,0.2544411302295998,0.8463357237854304,0.9382374310768196,1263,Netflix
0.9624534673747746,0.7463888234040708,0.3989112209664022,0.19699669056248448,951,Disney+
0.7838535069099122,0.9278896206568213,0.8537804982910255,0.7946104546043855,1998,Netflix
0.5958663955963918,0.5505009571387256,0.7949051336957826,0.6887325342848982,1085,KKTV
0.12745353083741717,0.4975291297572185,0.5399249519765749,0.7117805364828853,1592,Netflix
0.9376980089322461,0.0311879795147203,0.9418383675617319,0.23350414945290932,1026,KKTV
0.04154199679136361,0.8159703768556045,0.513331293982954,0.21519916006561635,1474,Netflix
0.22701327491655887,0.49178135456647787,0.4992516293751508,0.7492557266544985,1553,Netflix
0.6159910709717576,0.46660626606648536,0.42469368470920354,0.49237880061983486,851,Disney+
0.6898050078965874,0.40626168835448206,0.2134811844100577,0.7000191400165032,834,KKTV
0.9839056088242594,0.2658424899660653,0.3665476518042734,0.10236376210883102,1741,Disney+
0.43479776266606485,0.09176265512394188,0.8526506301239367,0.7865543279100169,1498,KKTV
0.5802437643071802,0.5164805322176745,0.7556635510594072,0.27574448264459106,1472,KKTV
0.40675912989811724,0.30548525067934873,0.9440829768059915,0.1656983399039471,1088,KKTV
0.14472770541344815,0.9806568804862382,0.48466455722620005,0.8744116842372638,1539,Netflix
0.2827721718589312,0.3099812572099674,0.6711989612348201,0.19636545716140508,944,KKTV
0.12237093084257622,0.5110064693232061,0.24563734443617546,0.4468203503407532,1774,Netflix
0.10275226114254565,0.6749646152248975,0.08750086605641705,0.30553046176292065,1935,Netflix
0.4564271431250009,0.25847073849616975,0.5085403681016442,0.2737033368827073,1339,KKTV
0.2874653015238956,0.9855776172446586,0.07021063307543252,0.9563287270874474,944,KKTV
0.05985748323530138,0.679146759222491,0.23980939322553718,0.5498779581526774,1603,Netflix
0.05160753972938903,0.5004816804136867,0.739954914804397,0.28401872082951996,1099,KKTV
0.8028811024315026,0.28784894316266507,0.6227629137341709,0.38894371476390843,1598,Disney+
0.9607073812756572,0.7942596155789348,0.5258044833128565,0.43326848397349593,1185,Disney+
0.9818810631746664,0.9840131906230515,0.1877873990363258,0.9123604608275836,1579,Netflix
0.965512368618403,0.029779228274525282,0.15607186349524538,0.7665569683805619,1011,Disney+
0.6883030721703676,0.7908852463699663,0.8384785475469129,0.2836483376666016,1463,KKTV
0.12638544279947983,0.17797042438821298,0.5411776227573745,0.3904974158587876,1920,KKTV
0.9210459650743675,0.7504449881274815,0.3930082597810979,0.464502691152364,897,Disney+
0.9764534813380712,0.7265606492247301,0.6363549941115163,0.4938799307375944,1821,Disney+
0.2054430448142357,0.31896060061345954,0.38869535757553364,0.7681016557577454,944,KKTV
0.9256878730472117,0.46566727653753637,0.21569320444607454,0.4359436772895571,873,Disney+
0.40701304373558067,0.737343496751639,0.1997802734456564,0.08124827203284646,1084,KKTV
0.2873923309128238,0.4919932990013399,0.09241617939521996,0.7129631190655032,1127,KKTV
0.16171963247493082,0.1996612156608627,0.5028704092368973,0.7462960335469678,1896,iQiyi
0.3077308672153659,0.5810276924799236,0.7525985830311933,0.3463510744882995,1944,KKTV
0.582055305218778,0.1714051263836871,0.8470124906723211,0.19488357850832283,1786,KKTV
0.0039257507103070965,0.6340621180200545,0.5087956761781898,0.932286253363966,889,KKTV
0.43333015435056765,0.5629539251740436,0.16064248745595022,0.47931437572711133,1446,Netflix
0.8440642071719938,0.21708277916693786,0.8013576776820925,0.6158474249340187,1085,Disney+
0.13955188096843785,0.885477343532711,0.7952591994119463,0.28666203186596495,1501,Netflix
0.5107890956029753,0.5793308612460403,0.6409229151945345,0.7690459931670242,1279,Netflix
0.9084636625364128,0.40027597677852067,0.74432000452469,0.8623925866265463,1272,Disney+
0.6600569702916229,0.8885681585603098,0.1032827703820518,0.13404688118512864,1272,Netflix
0.23596383003687993,0.5540506021053063,0.6452048350732412,0.7844976384909156,1075,KKTV
0.07209654859711512,0.43289911182832297,0.0652726708861604,0.11365775220745344,711,Disney+
0.07056108008270334,0.7494345503067799,0.22561038123266186,0.2671814297439338,1767,Netflix
0.6323510588318291,0.3780769374354801,0.26064740940065567,0.5391920987002676,797,Disney+
0.255657161406028,0.08864887579741187,0.5905782173675981,0.7860281188186012,1406,Netflix
0.9713440300575286,0.5738306275530238,0.9965950300520604,0.4859450471517084,953,KKTV
0.6190285892713594,0.25843841863245187,0.4738672435467669,0.26992278864049724,1873,Disney+
0.290153013829505,0.9829048274663562,0.5942819587210144,0.4777978601904098,1418,Netflix
0.1246512666724573,0.7774732964515098,0.15955584165436076,0.4316082443874536,1421,Netflix
0.7142885219697331,0.6231652285481201,0.2629868305030104,0.04842198925981267,968,Disney+
0.12157558425022574,0.10440666439004609,0.47490840996335204,0.7158110239280573,1799,Netflix
0.5241799956320845,0.3372707698604138,0.029154456897227843,0.15776593958738216,919,Disney+
0.13390457230767372,0.40833882281078127,0.7253599033110083,0.8602226453091926,1912,iQiyi
0.7539591726745744,0.12080921927452737,0.5699387204551268,0.11714842970573813,1321,Disney+
0.5787024942653581,0.08166369946014806,0.5687624712225476,0.22841788182149014,1284,Disney+
0.34034208891250595,0.9777553786137416,0.033474211067102466,0.7287183516889627,1612,Netflix
0.06944137118053129,0.15848081856887286,0.1701295279867021,0.5942200296430794,1369,Netflix
0.05433559607278815,0.56521327334934,0.06819311260244965,0.4459836892747405,1364,Netflix
0.6554189647184302,0.8422650687898658,0.6712888107718966,0.5726345287934779,1301,Netflix
0.43603506355820987,0.39985213331571423,0.7128102349565103,0.9850609398385123,1713,Netflix
0.3053776707167265,0.9436808327330961,0.5908013256415562,0.3694479126527984,1104,KKTV
0.3572654750628067,0.7656612401012756,0.6191841598863297,0.5306964757681046,1079,KKTV
0.5088182808067359,0.9513515912540544,0.35622947440760233,0.12019831074707088,1703,Netflix
0.9643357350497751,0.5699494820297006,0.5562000717676493,0.2145023477957072,1601,Disney+
0.21230696050743858,0.33400340385773497,0.10389453927952408,0.46421942238623726,1188,Netflix
0.29889126923040954,0.020928423570196197,0.7745522365312326,0.7664832082434924,1654,KKTV
0.3755597729758372,0.7607987294149631,0.3644506647127569,0.41900360166825734,1541,Netflix
0.8838757571146248,0.2229510335204108,0.056891142612704004,0.1339441791217011,1683,Disney+
0.9813263385336721,0.42077185860654087,0.2965276162649144,0.11106377250061472,1398,Disney+
0.9603684206789178,0.38580572175359584,0.4747138661845801,0.2129859379263721,1683,Disney+
0.6299751751115374,0.14297643973061935,0.6402705444198046,0.060515748018548754,1632,KKTV
0.4777626757394061,0.2676951233852177,0.14169833936482634,0.2975579331212317,1132,Disney+
0.44966068892768263,0.9284068456111122,0.37703761453993934,0.6580735647317972,933,KKTV
0.08535956390931143,0.627558475880365,0.5459391010258718,0.4990723513455494,1798,Netflix
0.9373649438158796,0.24291465799093548,0.4733561418357747,0.508066727841219,1415,Disney+
0.41795544410806285,0.6644129135541926,0.0871892075362366,2.053162762261085e-05,715,Disney+
0.4477492763118398,0.554790802689152,0.09456660542599116,0.715825196049658,1513,Netflix
0.921720029299272,0.003953900554771073,0.7866390643872456,0.49677953377460504,1803,Disney+
0.15731659139806542,0.8156371243699596,0.13618945888281797,0.6838662335394281,1786,Netflix
0.8184691401649653,0.4218491700239344,0.6157870806399155,0.3039762623779918,1128,Disney+
0.5433156932767993,0.14808413695767086,0.06493249704089998,0.4957810767899302,1426,Disney+
0.31390234590268773,0.10600268563560167,0.08121197324818297,0.10544890552260211,1026,Disney+
0.5818981056247235,0.4428061978168072,0.16697598533629843,0.15879877574468415,1834,Disney+
0.5798898493316875,0.430564702540026,0.010262873003557216,0.9222343154444905,1174,Netflix
0.05225615068243705,0.8884643163708289,0.5427204217042644,0.5465363665084522,1710,Netflix
0.8859899953343224,0.09478952747460523,0.49015831052389836,0.42955864689070955,1549,Disney+
0.8877204515871366,0.6530287776052778,0.6303648011019355,0.9670529839716202,1238,Netflix
0.3194682069816155,0.23267558354988038,0.6035027171289352,0.8067664416659971,965,KKTV
0.192635105840411,0.2097840096492818,0.4398218197491569,0.3056633399668436,1594,KKTV
0.6673370661580129,0.854379469852514,0.12966333695142407,0.0901848352405471,1989,Netflix
0.9550374658395403,0.45351307817457576,0.13975969350489426,0.8145168248973429,1406,Disney+
0.6232160396885309,0.12365133465849154,0.7025796003238045,0.48692267799048694,1133,KKTV
0.038939157401364555,0.0025066132066563496,0.787220615050882,0.20592859194935265,1105,KKTV
0.21004745207027864,0.7528024261703579,0.8181413516945131,0.36479307105484493,1378,KKTV
0.6477891337793198,0.25885703245889924,0.07403372860474378,0.03627603967790849,1325,Disney+
0.5590269255952074,0.033705985008829265,0.16156018983368037,0.3901551036001212,1560,Disney+
0.502379847256139,0.6362405649558449,0.8620280866944522,0.9508368702515153,1151,KKTV
0.392835672675801,0.9626343282513657,0.9517650230367849,0.06400557765099757,1326,Netflix
0.9412258834752855,0.24604440404133343,0.2536153673075805,0.932625705649349,1341,Disney+
0.6277527728413923,0.06200955196314428,0.3145623686285277,0.2964539879773288,1004,Disney+
0.4743133328242821,0.39011827811389754,0.12195883418274112,0.4032156406884734,912,Disney+
0.6973052520372816,0.5789917118109936,0.42927229373699916,0.8285966903502691,826,Disney+
0.19838846007510147,0.40513930724107095,0.6409205171942108,0.12998533474764284,1402,KKTV
0.9556780033984347,0.8749464924243138,0.17513022331357975,0.31884729347765917,1065,Disney+
0.21074536289885226,0.2878607332616945,0.30901567173060684,0.9254150869913563,1205,Netflix
0.30778563921606084,0.8551811478834029,0.993815703645637,0.6655853993929493,1093,KKTV
0.05669796271125083,0.18642063842356893,0.6596629931671499,0.5942925774838633,916,KKTV
0.4724948242862599,0.929931481844981,0.7910954273455336,0.3700046294036703,1295,Netflix
0.52521647314786,0.5984642147205057,0.817760882719509,0.2213859584551413,1996,KKTV
0.9535957872463341,0.4063621216301234,0.5639261965551398,0.4494929387461468,1538,Disney+
0.5139821724797339,0.863682964071166,0.7923715388527603,0.5829756434322597,877,KKTV
0.21380343037909466,0.4371626771961028,0.7808384546345337,0.8870637995297983,1374,Netflix
0.24551736544560276,0.18610578698748148,0.017273558177175907,0.5157139493888642,968,KKTV
0.6717004887834823,0.8477795560847036,0.7890337931480453,0.27362735927432613,1852,Netflix
0.36225092009945203,0.02003990982360082,0.08042577447947219,0.3485981250583491,1049,Disney+
0.45586711355401544,0.9665863452963632,0.8138929824869748,0.14863635981216405,1730,Netflix
0.5999949960998826,0.4315759779062679,0.9446008852274792,0.6990898476942838,1140,KKTV
0.9631670166454567,0.09028178501448947,0.5851075600256507,0.4496087706526004,1534,Disney+
0.8294051233026876,0.6616833793490656,0.4303394246700928,0.7904104220096517,1800,Disney+
0.9203798297653227,0.3082433809770807,0.09324992912820929,0.9943403576132653,1111,KKTV
0.5239206449724342,0.9289080822874102,0.6266065694763105,0.2985814846615069,1581,Netflix
0.25215635290739835,0.3437803621890244,0.2548530233429752,0.14265134244160305,1780,Netflix
0.26286069942551216,0.19179981255920342,0.3191532537898123,0.4347380015896475,792,Disney+
0.9723320765307227,0.5502396067186717,0.20535324589212012,0.9879651718974827,1851,Netflix
0.9611825936124634,0.4222066059927301,0.350060484975939,0.10096410806473244,1731,Disney+
0.5266586000061063,0.12232024346962556,0.054720224138379736,0.11785133289006056,1768,Disney+
0.08942662161663062,0.5255050303514918,0.4563084467057301,0.22443260656090047,1311,Netflix
0.9217819074180741,0.38357753305519127,0.33864179106493375,0.7541741108686572,1088,Disney+
0.6340927529491363,0.2892362574310693,0.5223431650608995,0.08089675259238904,1994,Disney+
0.6366476809045566,0.8252631401949254,0.574539291746204,0.8761079174136581,1613,Netflix
0.4628832518177811,0.980089620013588,0.8386922627007708,0.9458318847655097,1380,Netflix
0.09964557978893596,0.9314428289449981,0.7281992179708554,0.9119702470951114,1116,KKTV
0.33037316805045414,0.9974790605896263,0.0933585186449718,0.4750021572100972,1533,Netflix
0.1049060927383415,0.3075585541192529,0.6678644197304513,0.687121929099712,897,KKTV
0.8345146077967048,0.1258583063120413,0.4909067016906592,0.2683378795084629,1189,Disney+
0.6253841660013214,0.6568187225580343,0.13129108590272953,0.4168108624302017,1061,KKTV
0.6456893424309617,0.47402949542179573,0.7309532793828434,0.39881409519547584,1612,KKTV
0.5178726678243785,0.6001279389007727,0.17954332977884147,0.021447308056622316,804,Disney+
0.40052075775981033,0.29070698576257925,0.2963949247076564,0.508071299667073,1098,KKTV
0.2448056485347011,0.4908265211055982,0.7800673507689488,0.021307341196265983,1652,KKTV
0.5250417617321893,0.5436798882066192,0.05017712160257126,0.7685049743647488,1097,KKTV
0.1830927484616348,0.9012165859651169,0.8257185751931163,0.7775580854042791,1281,Netflix
0.9326745152891617,0.9217731237680113,0.43981338682955007,0.3718214843631469,743,Disney+
0.5044341594465814,0.5859524645979415,0.4617393123513627,0.6146677785250244,861,KKTV
0.06951524099566786,0.3844173114991367,0.7515335878508378,0.07703066057113472,1715,KKTV
0.40144315828025334,0.3187809755945442,0.40179780861563597,0.02688888482232199,1005,KKTV
0.10008605966461981,0.08878827005443668,0.6374251803970611,0.7499775852836805,879,KKTV
0.2555991644601888,0.7639393613026777,0.9386454171387102,0.7920241240976323,1882,KKTV
0.7113614393276046,0.6444800899834737,0.33941869944038483,0.6858696490420623,1336,Disney+
0.8503255517741123,0.9403790349112,0.8762453924219403,0.38482521795997626,1661,Netflix
0.8195807512713595,0.8621488688962877,0.19779215107622738,0.086794487734006,1249,Netflix
0.6885651370451287,0.19985856548575154,0.5783254437305617,0.7479527895912447,1503,Netflix
0.19667933701508045,0.5707508273648129,0.034663344863048784,0.839384360713156,1408,Netflix
0.11348624410259944,0.5589039863010055,0.03193224878655354,0.44016401549669204,1831,Netflix
0.8574096278791015,0.5769987450476489,0.721309057023976,0.6057468245846394,1098,Disney+
0.08540908404306591,0.45659171290862866,0.992749262097719,0.8227461357692631,1787,KKTV
0.32470763766536626,0.7455664941196604,0.4608764440933554,0.5986243576902421,1607,Netflix
0.25728138820253377,0.3523614043320694,0.2603237444374563,0.7750842753082425,866,KKTV
0.1153279817592946,0.42446145457339635,0.37179890194578513,0.04490621377929749,1097,KKTV
0.9870258051083475,0.24812061245293837,0.24869811070210013,0.4125187662945857,1989,Disney+
0.6556747352737262,0.6373064042313046,0.3371458128424347,0.3807278642649484,1258,Disney+
0.2876974016021956,0.7346398217881035,0.9505942155978258,0.5002939564111234,1242,KKTV
0.9640528216913732,0.7995172986510448,0.9760074321542698,0.8197237257736064,1120,KKTV
0.5553495837178315,0.2477851959992755,0.7185773041770601,0.6988145005909011,887,KKTV
